stop_id,route_id,delay_at_stop_min,missed_time_window,distance_from_prev_km,planned_travel_min,stop_sequence,road_type,hour_of_day,day_of_week,traffic_level,weather_condition,is_rush_hour,precipitation_mm,hist_delay_probability,cumulative_delay_min,prev_stop_delay_min,time_window_slack_min,stop_progress_ratio,planned_speed_kmh,hist_slack_min,is_high_risk_weather,is_urban_road,traffic_weather_risk
STP-18151,RT-0086,8.7,0,24.19,16.1,8,0,9,6,1,5,1.0,25.1,0.3,44.6,7.9,88.0,0.8,90.14906832298136,60.36,0,0,6
STP-44562,RT-0086,6.3,0,28.15,18.8,9,0,10,6,1,5,1.0,0.0,0.3,53.3,8.7,81.0,0.9,89.84042553191489,57.68,0,0,6
STP-73539,RT-0086,5.5,1,27.41,18.3,10,0,10,6,1,5,1.0,0.0,0.3,59.599999999999994,6.3,74.0,1.0,89.8688524590164,50.68,0,0,6
STP-16376,RT-0087,32.3,0,55.0,50.8,1,2,18,4,1,3,0.0,21.3,0.333,0.0,0.0,78.0,0.16666666666666666,64.96062992125985,43.66,1,0,12
STP-15856,RT-0087,25.3,0,37.28,34.4,2,2,18,4,1,3,0.0,0.0,0.333,32.3,32.3,61.0,0.3333333333333333,65.02325581395348,26.659999999999997,1,0,12
STP-28156,RT-0087,4.2,0,8.2,7.6,3,2,19,4,1,3,0.0,20.6,0.333,57.599999999999994,25.3,72.0,0.5,64.73684210526316,37.66,1,0,12
STP-40516,RT-0087,14.5,0,27.12,25.0,4,2,19,4,1,3,1.0,21.3,0.333,61.8,4.2,87.0,0.6666666666666666,65.088,52.66,1,0,12
STP-84972,RT-0087,17.2,1,28.61,26.4,5,2,20,4,1,3,0.0,0.0,0.333,76.3,14.5,74.0,0.8333333333333334,65.02272727272727,54.39,1,0,12
STP-16930,RT-0087,14.5,1,25.32,23.4,6,2,20,4,1,3,0.0,14.5,0.333,93.5,17.2,71.0,1.0,64.92307692307693,51.39,1,0,12
STP-79193,RT-0088,2.8,0,11.39,15.2,1,1,6,6,2,2,0.0,26.7,0.15,0.0,0.0,67.0,0.1,44.96052631578948,57.75,0,0,3
STP-30214,RT-0088,1.8,0,7.77,10.4,2,1,6,6,2,2,1.0,0.0,0.15,2.8,2.8,70.0,0.2,44.82692307692307,60.75,0,0,3
STP-22942,RT-0088,0.3,0,0.93,1.2,3,1,7,6,2,2,1.0,0.0,0.15,4.6,1.8,63.0,0.3,46.5,47.35,0,0,3
STP-74615,RT-0088,3.9,0,13.44,17.9,4,1,7,6,2,2,0.0,0.0,0.15,4.8999999999999995,0.3,88.0,0.4,45.05027932960895,72.35,0,0,3
STP-63411,RT-0088,7.3,0,22.65,30.2,5,1,8,6,2,2,0.0,0.0,0.15,8.799999999999999,3.9,60.0,0.5,45.0,44.35,0,0,3
STP-26458,RT-0088,8.3,0,34.11,45.5,6,1,9,6,2,2,1.0,0.0,0.15,16.099999999999998,7.3,62.0,0.6,44.980219780219784,46.35,0,0,3
STP-80455,RT-0088,9.9,0,51.79,69.1,7,1,10,6,2,2,0.0,0.0,0.15,24.4,8.3,78.0,0.7,44.96960926193922,67.23,0,0,3
STP-73201,RT-0088,14.6,0,58.22,77.6,8,1,12,6,2,2,0.0,26.7,0.15,34.3,9.9,79.0,0.8,45.01546391752578,68.23,0,0,3
STP-31157,RT-0088,9.2,0,34.99,46.7,9,1,13,6,2,2,0.0,1.0,0.15,48.9,14.6,81.0,0.9,44.95503211991434,70.23,0,0,3
STP-37636,RT-0088,5.8,1,22.01,29.3,10,1,13,6,2,2,0.0,0.0,0.15,58.099999999999994,9.2,66.0,1.0,45.07167235494881,55.230000000000004,0,0,3
STP-80533,RT-0089,6.4,0,41.92,62.9,1,3,16,6,2,3,0.0,0.0,0.1,0.0,0.0,69.0,0.16666666666666666,39.987281399046104,53.94,1,1,4
STP-56919,RT-0089,5.4,0,20.48,30.7,2,3,17,6,2,3,0.0,7.5,0.1,6.4,6.4,66.0,0.3333333333333333,40.02605863192183,50.94,1,1,4
STP-39035,RT-0089,5.8,0,24.14,36.2,3,3,18,6,2,3,0.0,13.7,0.1,11.8,5.4,65.0,0.5,40.011049723756905,49.94,1,1,4
STP-38986,RT-0089,13.0,0,36.58,54.9,4,3,19,6,2,3,1.0,0.0,0.1,17.6,5.8,81.0,0.6666666666666666,39.978142076502735,65.94,1,1,4
STP-46352,RT-0089,2.8,0,22.34,33.5,5,3,20,6,2,3,1.0,0.0,0.1,30.6,13.0,87.0,0.8333333333333334,40.01194029850746,81.99,1,1,4
STP-18526,RT-0089,6.5,0,37.17,55.8,6,3,21,6,2,3,0.0,0.0,0.1,33.4,2.8,60.0,1.0,39.96774193548388,54.99,1,1,4
STP-15697,RT-0090,17.5,0,29.95,27.6,1,2,4,1,0,5,0.0,0.0,0.633,0.0,0.0,62.0,0.125,65.1086956521739,19.869999999999997,0,0,8
STP-84949,RT-0090,28.9,0,39.63,36.6,2,2,5,1,0,5,0.0,22.9,0.633,17.5,17.5,70.0,0.25,64.9672131147541,27.869999999999997,0,0,8
STP-92050,RT-0090,29.7,1,50.93,47.0,3,2,6,1,0,5,0.0,0.0,0.633,46.4,28.9,72.0,0.375,65.01702127659574,29.869999999999997,0,0,8
STP-41242,RT-0090,34.8,1,46.93,43.3,4,2,7,1,0,5,0.0,0.0,0.633,76.1,29.7,71.0,0.5,65.03002309468823,24.630000000000003,0,0,8
STP-22539,RT-0090,18.2,1,25.78,23.8,5,2,8,1,0,5,0.0,9.8,0.633,110.89999999999999,34.8,79.0,0.625,64.99159663865547,32.63,0,0,8
STP-18126,RT-0090,13.6,1,20.82,19.2,6,2,8,1,0,5,0.0,26.2,0.633,129.1,18.2,88.0,0.75,65.0625,41.63,0,0,8
STP-59998,RT-0090,25.8,1,35.68,32.9,7,2,9,1,0,5,0.0,1.0,0.633,142.7,13.6,70.0,0.875,65.06990881458967,23.630000000000003,0,0,8
STP-91292,RT-0090,14.0,1,20.37,18.8,8,2,9,1,0,5,0.0,0.0,0.633,168.5,25.8,66.0,1.0,65.01063829787233,19.630000000000003,0,0,8
STP-77256,RT-0091,17.5,0,56.2,84.3,1,3,18,5,3,5,1.0,20.3,0.133,0.0,0.0,69.0,0.1111111111111111,40.0,49.58,0,1,4
STP-58343,RT-0091,4.2,0,12.16,18.2,2,3,18,5,3,5,0.0,14.5,0.133,17.5,17.5,64.0,0.2222222222222222,40.08791208791209,44.58,0,1,4
STP-65320,RT-0091,19.1,0,47.99,72.0,3,3,20,5,3,5,0.0,0.0,0.133,21.7,4.2,70.0,0.3333333333333333,39.99166666666667,59.09,0,1,4
STP-71263,RT-0091,15.6,0,37.36,56.0,4,3,21,5,3,5,0.0,18.0,0.133,40.8,19.1,65.0,0.4444444444444444,40.028571428571425,54.09,0,1,4
STP-15530,RT-0091,12.2,0,31.08,46.6,5,3,22,5,3,5,0.0,0.0,0.133,56.4,15.6,81.0,0.5555555555555556,40.01716738197425,70.09,0,1,4
STP-53452,RT-0091,9.9,0,34.84,52.3,6,3,23,5,3,5,0.0,0.0,0.133,68.6,12.2,85.0,0.6666666666666666,39.969407265774386,74.09,0,1,4
STP-25098,RT-0091,2.8,1,44.48,66.7,7,3,1,6,3,5,0.0,0.0,0.133,78.5,9.9,83.0,0.7777777777777778,40.01199400299849,70.39,0,1,4
STP-32825,RT-0091,5.1,1,10.53,15.8,8,3,1,6,3,5,1.0,0.0,0.133,81.3,2.8,73.0,0.8888888888888888,39.98734177215189,60.39,0,1,4
STP-23263,RT-0091,8.4,1,25.2,37.8,9,3,2,6,3,5,1.0,0.0,0.133,86.39999999999999,5.1,89.0,1.0,40.0,76.39,0,1,4
STP-16054,RT-0092,18.3,0,22.39,29.9,1,1,6,4,3,4,0.0,1.0,0.333,0.0,0.0,61.0,0.16666666666666666,44.92976588628763,40.879999999999995,1,0,10
STP-76619,RT-0092,16.2,0,20.55,27.4,2,1,7,4,3,4,1.0,0.0,0.333,18.3,18.3,61.0,0.3333333333333333,45.0,29.72,1,0,10
STP-94550,RT-0092,25.3,0,29.99,40.0,3,1,8,4,3,4,0.0,2.4,0.333,34.5,16.2,71.0,0.5,44.985,39.72,1,0,10
STP-86177,RT-0092,29.7,1,36.57,48.8,4,1,9,4,3,4,1.0,0.0,0.333,59.8,25.3,61.0,0.6666666666666666,44.96311475409836,29.72,1,0,10
STP-50107,RT-0092,26.0,1,28.08,37.4,5,1,10,4,3,4,0.0,0.0,0.333,89.5,29.7,64.0,0.8333333333333334,45.04812834224599,37.730000000000004,1,0,10
STP-78002,RT-0092,8.6,1,11.73,15.6,6,1,10,4,3,4,0.0,0.0,0.333,115.5,26.0,73.0,1.0,45.11538461538461,46.730000000000004,1,0,10
STP-36254,RT-0093,-1.7,0,37.24,34.4,1,2,0,4,2,1,0.0,0.0,0.033,0.0,0.0,64.0,0.16666666666666666,64.95348837209302,57.25,0,0,2
STP-81188,RT-0093,1.4,0,51.63,47.7,2,2,1,4,2,1,0.0,8.5,0.033,-1.7,-1.7,63.0,0.3333333333333333,64.94339622641509,56.25,0,0,2
STP-77193,RT-0093,-1.5,0,48.63,44.9,3,2,2,4,2,1,1.0,0.0,0.033,-0.30000000000000004,1.4,62.0,0.5,64.98440979955457,55.25,0,0,2
STP-71438,RT-0093,0.8,0,30.81,28.4,4,2,3,4,2,1,0.0,0.0,0.033,-1.8,-1.5,90.0,0.6666666666666666,65.09154929577464,83.25,0,0,2
STP-68978,RT-0093,1.5,0,23.8,22.0,5,2,4,4,2,1,0.0,1.7,0.033,-1.0,0.8,67.0,0.8333333333333334,64.90909090909092,60.25,0,0,2
STP-64938,RT-0093,0.7,0,46.83,43.2,6,2,5,4,2,1,1.0,7.5,0.033,0.5,1.5,74.0,1.0,65.04166666666666,67.25,0,0,2
STP-89084,RT-0094,16.9,0,38.97,26.0,1,0,22,6,1,4,0.0,13.1,0.5,0.0,0.0,87.0,0.2,89.93076923076923,54.99,1,0,15
STP-17530,RT-0094,6.9,0,12.08,8.1,2,0,22,6,1,4,1.0,0.0,0.5,16.9,16.9,76.0,0.4,89.4814814814815,43.99,1,0,15
STP-72685,RT-0094,16.0,0,31.66,21.1,3,0,22,6,1,4,0.0,0.0,0.5,23.799999999999997,6.9,81.0,0.6,90.02843601895734,48.99,1,0,15
STP-85378,RT-0094,9.7,0,16.58,11.1,4,0,23,6,1,4,1.0,0.0,0.5,39.8,16.0,90.0,0.8,89.62162162162161,57.99,1,0,15
STP-62328,RT-0094,15.7,0,28.35,18.9,5,0,23,6,1,4,0.0,0.0,0.5,49.5,9.7,76.0,1.0,90.0,43.99,1,0,15
STP-30700,RT-0095,43.8,0,41.34,62.0,1,3,7,2,0,1,0.0,29.1,0.6,0.0,0.0,64.0,0.14285714285714285,40.00645161290323,20.630000000000003,0,1,8
STP-58330,RT-0095,33.4,0,30.03,45.0,2,3,8,2,0,1,1.0,0.0,0.6,43.8,43.8,87.0,0.2857142857142857,40.04,43.63,0,1,8
STP-13501,RT-0095,32.3,1,30.45,45.7,3,3,9,2,0,1,0.0,0.0,0.6,77.19999999999999,33.4,87.0,0.42857142857142855,39.9781181619256,43.63,0,1,8
STP-27888,RT-0095,17.6,1,17.17,25.8,4,3,10,2,0,1,1.0,22.2,0.6,109.49999999999999,32.3,82.0,0.5714285714285714,39.93023255813954,40.02,0,1,8
STP-46587,RT-0095,42.0,1,45.41,68.1,5,3,11,2,0,1,0.0,26.5,0.6,127.1,17.6,72.0,0.7142857142857143,40.008810572687224,30.020000000000003,0,1,8
STP-98000,RT-0095,23.7,1,26.54,39.8,6,3,12,2,0,1,1.0,0.0,0.6,169.1,42.0,73.0,0.8571428571428571,40.01005025125628,31.020000000000003,0,1,8
STP-16259,RT-0095,9.2,1,8.43,12.6,7,3,13,2,0,1,0.0,0.0,0.6,192.79999999999998,23.7,85.0,1.0,40.142857142857146,43.02,0,1,8
STP-32004,RT-0096,1.9,0,40.69,27.1,1,0,0,5,3,1,0.0,0.0,0.1,0.0,0.0,77.0,0.1,90.08856088560884,67.23,0,0,4
STP-81002,RT-0096,1.1,0,29.53,19.7,2,0,0,5,3,1,0.0,10.1,0.1,1.9,1.9,65.0,0.2,89.93908629441626,55.230000000000004,0,0,4
STP-37887,RT-0096,0.4,0,19.12,12.7,3,0,1,5,3,1,0.0,29.1,0.1,3.0,1.1,79.0,0.3,90.33070866141733,69.23,0,0,4
STP-88494,RT-0096,1.9,0,47.68,31.8,4,0,2,5,3,1,0.0,0.0,0.1,3.4,0.4,77.0,0.4,89.9622641509434,67.23,0,0,4
STP-92689,RT-0096,2.4,0,20.76,13.8,5,0,2,5,3,1,0.0,0.0,0.1,5.3,1.9,81.0,0.5,90.26086956521739,71.23,0,0,4
STP-97342,RT-0096,2.2,0,22.7,15.1,6,0,3,5,3,1,0.0,0.0,0.1,7.699999999999999,2.4,89.0,0.6,90.19867549668875,79.23,0,0,4
STP-11742,RT-0096,1.7,0,22.07,14.7,7,0,3,5,3,1,1.0,2.2,0.1,9.899999999999999,2.2,78.0,0.7,90.08163265306123,68.23,0,0,4
STP-75369,RT-0096,1.1,0,24.35,16.2,8,0,4,5,3,1,0.0,21.0,0.1,11.599999999999998,1.7,70.0,0.8,90.1851851851852,60.230000000000004,0,0,4
STP-51620,RT-0096,3.9,0,38.97,26.0,9,0,4,5,3,1,0.0,4.4,0.1,12.699999999999998,1.1,61.0,0.9,89.93076923076923,51.230000000000004,0,0,4
STP-53420,RT-0096,1.9,0,34.91,23.3,10,0,5,5,3,1,0.0,21.0,0.1,16.599999999999998,3.9,89.0,1.0,89.89699570815449,79.23,0,0,4
STP-76509,RT-0097,-1.7,0,54.84,36.6,1,0,17,6,3,0,0.0,25.4,0.083,0.0,0.0,63.0,0.1111111111111111,89.9016393442623,47.72,0,0,2
STP-85552,RT-0097,-0.7,0,25.12,16.7,2,0,18,6,3,0,1.0,1.0,0.083,-1.7,-1.7,88.0,0.2222222222222222,90.25149700598803,72.72,0,0,2
STP-65403,RT-0097,0.1,0,6.37,4.2,3,0,18,6,3,0,1.0,16.0,0.083,-2.4,-0.7,78.0,0.3333333333333333,90.99999999999999,62.72,0,0,2
STP-49351,RT-0097,0.4,0,30.55,20.4,4,0,19,6,3,0,0.0,0.0,0.083,-2.3,0.1,90.0,0.4444444444444444,89.8529411764706,74.72,0,0,2
STP-73025,RT-0097,1.5,0,34.92,23.3,5,0,19,6,3,0,0.0,0.0,0.083,-1.9,0.4,77.0,0.5555555555555556,89.92274678111588,61.72,0,0,2
STP-59054,RT-0097,-0.4,0,49.39,32.9,6,0,20,6,3,0,0.0,0.0,0.083,-0.3999999999999999,1.5,75.0,0.6666666666666666,90.07294832826747,69.08,0,0,2
STP-15089,RT-0097,-0.3,0,53.02,35.3,7,0,21,6,3,0,0.0,0.0,0.083,-0.7999999999999999,-0.4,85.0,0.7777777777777778,90.11898016997169,79.08,0,0,2
STP-74044,RT-0097,-0.2,0,26.93,18.0,8,0,22,6,3,0,0.0,0.0,0.083,-1.0999999999999999,-0.3,87.0,0.8888888888888888,89.76666666666667,81.08,0,0,2
STP-57371,RT-0097,-1.0,0,15.85,10.6,9,0,22,6,3,0,0.0,0.0,0.083,-1.2999999999999998,-0.2,74.0,1.0,89.71698113207547,68.08,0,0,2
STP-75620,RT-0098,-7.4,0,36.12,54.2,1,3,23,4,2,0,0.0,22.6,0.017,0.0,0.0,60.0,0.1111111111111111,39.985239852398514,54.269999999999996,0,1,1
STP-55140,RT-0098,-3.5,0,22.45,33.7,2,3,0,5,2,0,0.0,0.0,0.017,-7.4,-7.4,67.0,0.2222222222222222,39.97032640949554,65.19,0,1,1
STP-19154,RT-0098,-0.2,0,8.11,12.2,3,3,0,5,2,0,0.0,20.7,0.017,-10.9,-3.5,69.0,0.3333333333333333,39.885245901639344,67.19,0,1,1
STP-35954,RT-0098,-1.1,0,19.66,29.5,4,3,1,5,2,0,0.0,0.0,0.017,-11.1,-0.2,88.0,0.4444444444444444,39.9864406779661,86.19,0,1,1
STP-35150,RT-0098,-2.1,0,25.57,38.4,5,3,2,5,2,0,0.0,0.0,0.017,-12.2,-1.1,79.0,0.5555555555555556,39.953125,77.19,0,1,1
STP-21233,RT-0098,-3.7,0,33.2,49.8,6,3,3,5,2,0,0.0,26.7,0.017,-14.299999999999999,-2.1,79.0,0.6666666666666666,40.00000000000001,77.19,0,1,1
STP-44875,RT-0098,-1.9,0,28.55,42.8,7,3,4,5,2,0,0.0,0.0,0.017,-18.0,-3.7,70.0,0.7777777777777778,40.02336448598131,68.19,0,1,1
STP-78167,RT-0098,-3.2,0,41.76,62.6,8,3,5,5,2,0,0.0,20.8,0.017,-19.9,-1.9,60.0,0.8888888888888888,40.025559105431306,58.19,0,1,1
STP-54967,RT-0098,-0.3,0,2.96,4.4,9,3,5,5,2,0,0.0,20.8,0.017,-23.099999999999998,-3.2,73.0,1.0,40.36363636363636,71.19,0,1,1
STP-96537,RT-0099,4.1,0,51.56,47.6,1,2,12,3,3,1,0.0,0.0,0.1,0.0,0.0,65.0,0.25,64.99159663865547,57.61,0,0,4
STP-52667,RT-0099,5.8,0,50.71,46.8,2,2,13,3,3,1,0.0,0.0,0.1,4.1,4.1,70.0,0.5,65.01282051282053,62.61,0,0,4
STP-23166,RT-0099,0.7,0,4.87,4.5,3,2,13,3,3,1,0.0,0.0,0.1,9.899999999999999,5.8,68.0,0.75,64.93333333333334,60.61,0,0,4
STP-75264,RT-0099,0.6,0,4.19,3.9,4,2,13,3,3,1,0.0,0.0,0.1,10.599999999999998,0.7,79.0,1.0,64.46153846153847,71.61,0,0,4
STP-97897,RT-0100,13.8,0,19.74,26.3,1,1,9,4,1,5,0.0,0.0,0.3,0.0,0.0,81.0,0.2,45.03422053231939,50.54,0,0,6
STP-88732,RT-0100,7.1,0,11.4,15.2,2,1,9,4,1,5,0.0,0.0,0.3,13.8,13.8,74.0,0.4,45.00000000000001,43.54,0,0,6
STP-67273,RT-0100,34.0,0,50.0,66.7,3,1,10,4,1,5,0.0,26.5,0.3,20.9,7.1,80.0,0.6,44.97751124437781,56.980000000000004,0,0,6
STP-25218,RT-0100,12.9,1,16.48,22.0,4,1,11,4,1,5,0.0,0.0,0.3,54.9,34.0,64.0,0.8,44.94545454545455,40.980000000000004,0,0,6
STP-60875,RT-0100,23.5,1,28.89,38.5,5,1,12,4,1,5,0.0,20.5,0.3,67.8,12.9,79.0,1.0,45.02337662337662,55.980000000000004,0,0,6
STP-85231,RT-0101,3.4,0,25.21,23.3,1,2,17,6,2,3,0.0,0.0,0.1,0.0,0.0,71.0,0.125,64.91845493562232,55.5,1,0,4
STP-37605,RT-0101,3.6,0,25.26,23.3,2,2,18,6,2,3,0.0,0.0,0.1,3.4,3.4,62.0,0.25,65.04721030042919,46.5,1,0,4
STP-96409,RT-0101,4.7,0,40.01,36.9,3,2,19,6,2,3,0.0,19.4,0.1,7.0,3.6,62.0,0.375,65.05691056910568,46.5,1,0,4
STP-79185,RT-0101,2.2,0,13.91,12.8,4,2,19,6,2,3,0.0,0.0,0.1,11.7,4.7,72.0,0.5,65.203125,56.5,1,0,4
STP-86072,RT-0101,1.5,0,14.95,13.8,5,2,20,6,2,3,1.0,0.0,0.1,13.899999999999999,2.2,71.0,0.625,65.0,62.19,1,0,4
STP-48152,RT-0101,1.4,0,8.26,7.6,6,2,20,6,2,3,0.0,20.5,0.1,15.399999999999999,1.5,72.0,0.75,65.21052631578948,63.19,1,0,4
STP-29346,RT-0101,10.1,0,52.78,48.7,7,2,21,6,2,3,0.0,11.8,0.1,16.799999999999997,1.4,75.0,0.875,65.02669404517454,66.19,1,0,4
STP-16877,RT-0101,7.7,0,29.67,27.4,8,2,22,6,2,3,0.0,0.0,0.1,26.9,10.1,60.0,1.0,64.97080291970804,51.19,1,0,4
STP-25997,RT-0102,46.9,0,42.74,39.5,1,2,23,6,0,4,1.0,0.0,0.833,0.0,0.0,88.0,0.14285714285714285,64.92151898734177,36.48,1,0,20
STP-33736,RT-0102,22.3,0,18.45,17.0,2,2,0,0,0,4,0.0,11.8,0.833,46.9,46.9,85.0,0.2857142857142857,65.11764705882352,35.66,1,0,20
STP-12588,RT-0102,11.6,1,9.43,8.7,3,2,0,0,0,4,0.0,7.5,0.833,69.2,22.3,77.0,0.42857142857142855,65.0344827586207,27.659999999999997,1,0,20
STP-95419,RT-0102,21.8,1,18.3,16.9,4,2,1,0,0,4,0.0,0.0,0.833,80.8,11.6,85.0,0.5714285714285714,64.97041420118344,35.66,1,0,20
STP-51195,RT-0102,40.4,1,32.24,29.8,5,2,1,0,0,4,1.0,0.0,0.833,102.6,21.8,64.0,0.7142857142857143,64.91275167785234,14.659999999999997,1,0,20
STP-26346,RT-0102,30.8,1,28.28,26.1,6,2,2,0,0,4,0.0,4.5,0.833,143.0,40.4,73.0,0.8571428571428571,65.01149425287356,23.659999999999997,1,0,20
STP-48456,RT-0102,13.5,1,11.03,10.2,7,2,2,0,0,4,1.0,0.0,0.833,173.8,30.8,85.0,1.0,64.88235294117648,35.66,1,0,20
STP-44167,RT-0103,2.6,0,18.43,17.0,1,2,18,3,3,1,1.0,0.0,0.1,0.0,0.0,87.0,0.1,65.04705882352941,71.13,0,0,4
STP-19248,RT-0103,7.0,0,36.6,33.8,2,2,19,3,3,1,0.0,0.0,0.1,2.6,2.6,71.0,0.2,64.97041420118344,55.13,0,0,4
STP-65009,RT-0103,1.5,0,13.03,12.0,3,2,19,3,3,1,0.0,0.0,0.1,9.6,7.0,66.0,0.3,65.14999999999999,50.13,0,0,4
STP-99650,RT-0103,3.9,0,22.31,20.6,4,2,20,3,3,1,1.0,0.0,0.1,11.1,1.5,70.0,0.4,64.98058252427184,59.7,0,0,4
STP-22838,RT-0103,7.5,0,47.87,44.2,5,2,21,3,3,1,1.0,0.0,0.1,15.0,3.9,82.0,0.5,64.98190045248869,71.7,0,0,4
STP-74175,RT-0103,5.5,0,37.09,34.2,6,2,22,3,3,1,0.0,14.0,0.1,22.5,7.5,72.0,0.6,65.0701754385965,61.7,0,0,4
STP-61060,RT-0103,4.6,0,24.28,22.4,7,2,22,3,3,1,0.0,0.0,0.1,28.0,5.5,83.0,0.7,65.03571428571429,72.7,0,0,4
STP-26721,RT-0103,1.5,0,8.08,7.5,8,2,23,3,3,1,0.0,0.0,0.1,32.6,4.6,69.0,0.8,64.64,58.7,0,0,4
STP-93780,RT-0103,6.4,0,47.74,44.1,9,2,0,4,3,1,0.0,20.3,0.1,34.1,1.5,86.0,0.9,64.95238095238096,80.71,0,0,4
STP-75828,RT-0103,3.2,0,47.58,43.9,10,2,1,4,3,1,1.0,0.0,0.1,40.5,6.4,78.0,1.0,65.02961275626423,72.71,0,0,4
STP-72869,RT-0104,0.9,0,2.46,1.6,1,0,23,3,0,1,0.0,0.0,0.6,0.0,0.0,62.0,0.16666666666666666,92.24999999999999,21.11,0,0,8
STP-10955,RT-0104,5.9,0,14.46,9.6,2,0,0,4,0,1,0.0,0.0,0.6,0.9,0.9,69.0,0.3333333333333333,90.375,31.240000000000002,0,0,8
STP-98410,RT-0104,6.8,0,14.75,9.8,3,0,0,4,0,1,0.0,20.8,0.6,6.800000000000001,5.9,78.0,0.5,90.30612244897958,40.24,0,0,8
STP-59688,RT-0104,20.8,0,51.78,34.5,4,0,1,4,0,1,0.0,0.0,0.6,13.600000000000001,6.8,78.0,0.6666666666666666,90.05217391304349,40.24,0,0,8
STP-37926,RT-0104,8.5,0,20.78,13.9,5,0,1,4,0,1,0.0,0.0,0.6,34.400000000000006,20.8,86.0,0.8333333333333334,89.69784172661872,48.24,0,0,8
STP-90969,RT-0104,31.1,1,63.72,42.5,6,0,2,4,0,1,0.0,0.0,0.6,42.900000000000006,8.5,65.0,1.0,89.95764705882353,27.240000000000002,0,0,8
STP-49227,RT-0105,10.6,0,27.24,18.2,1,0,19,6,0,1,0.0,7.5,0.6,0.0,0.0,67.0,0.16666666666666666,89.8021978021978,17.15,0,0,8
STP-10761,RT-0105,0.6,0,1.17,0.8,2,0,19,6,0,1,0.0,7.5,0.6,10.6,10.6,65.0,0.3333333333333333,87.74999999999999,15.149999999999999,0,0,8
STP-31012,RT-0105,8.7,0,20.87,13.9,3,0,19,6,0,1,0.0,28.5,0.6,11.2,0.6,65.0,0.5,90.08633093525181,15.149999999999999,0,0,8
STP-26703,RT-0105,10.0,0,24.66,16.4,4,0,20,6,0,1,0.0,22.2,0.6,19.9,8.7,60.0,0.6666666666666666,90.21951219512195,19.11,0,0,8
STP-26531,RT-0105,6.9,0,17.71,11.8,5,0,21,6,0,1,1.0,0.0,0.6,29.9,10.0,72.0,0.8333333333333334,90.05084745762711,31.11,0,0,8
STP-47940,RT-0105,11.4,0,23.14,15.4,6,0,21,6,0,1,0.0,0.0,0.6,36.8,6.9,77.0,1.0,90.15584415584416,36.11,0,0,8
STP-29163,RT-0106,0.8,0,24.12,36.2,1,3,10,6,3,0,0.0,1.0,0.083,0.0,0.0,79.0,0.2,39.97790055248618,71.9,0,1,2
STP-65846,RT-0106,1.6,0,6.53,9.8,2,3,11,6,3,0,0.0,0.0,0.083,0.8,0.8,70.0,0.4,39.97959183673469,62.9,0,1,2
STP-42370,RT-0106,4.0,0,26.09,39.1,3,3,12,6,3,0,0.0,25.2,0.083,2.4000000000000004,1.6,75.0,0.6,40.03580562659846,67.9,0,1,2
STP-23207,RT-0106,2.2,0,12.89,19.3,4,3,12,6,3,0,0.0,14.0,0.083,6.4,4.0,80.0,0.8,40.07253886010363,72.9,0,1,2
STP-27079,RT-0106,0.0,0,26.06,39.1,5,3,13,6,3,0,0.0,22.2,0.083,8.600000000000001,2.2,72.0,1.0,39.98976982097186,64.9,0,1,2
STP-15742,RT-0107,6.0,0,16.39,15.1,1,2,3,4,1,5,1.0,0.0,0.3,0.0,0.0,87.0,0.25,65.12582781456955,67.75,0,0,6
STP-25391,RT-0107,23.7,0,55.27,51.0,2,2,4,4,1,5,0.0,0.0,0.3,6.0,6.0,60.0,0.5,65.02352941176471,40.75,0,0,6
STP-26899,RT-0107,25.7,1,61.68,56.9,3,2,6,4,1,5,0.0,0.0,0.3,29.7,23.7,61.0,0.75,65.04042179261863,41.75,0,0,6
STP-19828,RT-0107,5.6,0,13.44,12.4,4,2,6,4,1,5,0.0,25.4,0.3,55.4,25.7,76.0,1.0,65.03225806451613,56.75,0,0,6
STP-29416,RT-0108,14.5,0,48.54,32.4,1,0,2,2,1,5,0.0,0.0,0.3,0.0,0.0,86.0,0.125,89.8888888888889,68.1,0,0,6
STP-10183,RT-0108,5.0,0,26.75,17.8,2,0,2,2,1,5,0.0,0.0,0.3,14.5,14.5,71.0,0.25,90.16853932584269,53.1,0,0,6
STP-48652,RT-0108,8.7,0,36.67,24.4,3,0,3,2,1,5,0.0,0.0,0.3,19.5,5.0,61.0,0.375,90.172131147541,43.1,0,0,6
STP-86449,RT-0108,7.9,0,38.4,25.6,4,0,4,2,1,5,0.0,25.4,0.3,28.2,8.7,82.0,0.5,89.99999999999999,64.1,0,0,6
STP-38919,RT-0108,9.6,0,31.51,21.0,5,0,4,2,1,5,0.0,0.0,0.3,36.1,7.9,76.0,0.625,90.02857142857144,58.1,0,0,6
STP-72784,RT-0108,4.1,0,15.43,10.3,6,0,5,2,1,5,0.0,0.0,0.3,45.7,9.6,80.0,0.75,89.88349514563106,62.1,0,0,6
STP-12758,RT-0108,8.0,0,39.09,26.1,7,0,5,2,1,5,0.0,0.0,0.3,49.800000000000004,4.1,78.0,0.875,89.86206896551725,60.1,0,0,6
STP-94557,RT-0108,14.4,0,59.75,39.8,8,0,6,2,1,5,0.0,0.0,0.3,57.800000000000004,8.0,89.0,1.0,90.07537688442211,71.1,0,0,6
